PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
5,9,3,25,12,3,1,23,24,0,1,0,4
19,38,15,23,29,14,2,14,45,0,8,1,3
76,24,2,7,4,11,0,3,13,0,0,1,1
12,23,5,6,17,4,0,8,22,1,1,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
5,12,2,8,7,6,1,7,32,0,1,1,4
13,6,9,21,21,30,1,8,62,0,0,1,3
11,22,8,24,22,15,1,16,56,0,3,1,3
5,26,5,28,0,12,0,6,29,1,1,1,4
5,16,8,6,11,5,0,8,21,3,1,1,4
7,11,6,16,13,10,1,4,22,0,0,1,4
5,12,2,4,3,4,0,17,27,0,1,0,4
12,29,11,5,17,3,1,5,34,1,1,1,3
16,24,7,21,13,28,2,7,29,1,3,1,3
35,24,2,12,7,11,2,18,50,0,2,1,1
16,27,5,27,14,13,1,20,39,1,1,1,3
18,29,4,21,11,7,0,2,20,2,11,3,3
12,19,2,42,18,11,5,147,47,1,19,2,3
12,24,3,11,7,11,0,3,4,0,0,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
3,22,16,8,17,6,1,30,24,1,1,1,4
15,30,22,15,13,39,2,9,27,0,1,1,3
20,31,5,3,7,1,3,15,26,0,1,1,3
3,4,1,5,2,55,1,1,7,0,1,1,4
16,48,13,20,23,16,1,13,34,0,2,1,3
20,51,10,39,23,12,2,21,72,1,1,1,3
18,36,4,5,17,4,0,39,20,1,1,1,3
7,24,2,4,2,11,2,3,14,1,1,1,4
25,44,19,31,26,9,2,13,43,5,9,11,3
7,15,11,13,13,13,0,16,6,0,1,1,4
15,21,8,10,11,4,1,7,24,1,1,2,4
18,24,11,20,17,11,3,19,34,1,1,1,3
24,82,6,11,12,14,0,8,47,0,1,1,2
2,4,1,2,1,4,0,14,23,0,0,1,5
18,24,11,20,13,11,0,19,34,0,0,0,3
7,7,6,7,11,19,2,12,15,0,0,1,4
5,13,4,17,0,16,0,4,11,0,0,1,5
8,32,4,24,0,17,0,6,52,1,0,1,4
3,7,0,8,4,23,0,13,19,1,0,1,5
5,24,4,9,17,11,2,6,17,0,1,1,4
11,25,2,17,12,14,1,24,83,0,1,1,3
3,7,2,10,5,1,1,7,27,1,1,1,4
5,24,3,7,8,48,1,17,18,0,0,1,4
17,36,8,21,18,14,1,20,38,1,3,1,3
11,23,5,32,26,11,1,10,36,0,0,1,4
12,24,2,17,17,11,1,8,30,0,0,1,4
10,18,0,5,2,3,0,11,85,1,1,1,3
21,24,19,52,20,11,1,35,56,2,19,25,2
10,27,5,23,12,11,0,13,36,0,5,0,3
24,33,2,16,8,11,1,25,62,0,3,0,3
4,9,8,32,8,11,0,14,18,0,0,5,4
8,24,3,6,6,8,1,6,41,5,34,1,4
6,24,5,3,7,11,0,11,16,1,1,1,4
21,24,2,1,3,11,2,8,78,0,0,1,3
10,20,7,32,82,27,1,16,46,1,4,1,2
7,24,5,3,7,11,0,11,22,1,1,1,3
28,24,4,8,10,11,1,8,20,0,2,0,2
11,16,14,13,20,8,0,8,19,1,0,2,4
7,24,6,8,3,11,2,6,17,0,0,1,4
4,9,1,4,3,7,0,7,52,0,0,1,4
5,12,8,5,11,4,0,18,24,9,1,1,4
16,28,14,14,32,4,1,21,26,0,1,1,3
22,33,1,11,5,12,1,17,79,1,1,1,3
25,54,18,5,12,4,5,22,6,1,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
7,9,3,27,0,16,0,11,36,0,0,1,4
44,24,17,35,15,11,2,72,61,0,1,1,1
36,27,6,11,13,7,1,12,33,1,5,3,3
19,60,5,4,7,4,4,22,4,1,1,1,2
11,17,10,7,12,6,0,10,22,1,0,2,4
2,7,8,9,14,6,0,15,12,0,1,1,4
2,6,0,2,1,4,0,16,18,0,0,1,5
23,42,7,22,17,11,0,12,23,0,0,1,2
18,24,11,20,0,11,0,19,34,0,0,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
28,24,5,31,15,35,1,8,41,0,0,1,2
12,19,1,12,10,3,0,14,8,2,1,1,3
10,28,8,8,11,68,0,18,5,0,1,1,3
27,90,26,20,13,6,4,36,8,0,1,1,1
1,24,2,6,4,15,1,2,11,1,0,1,4
40,63,45,42,51,11,2,46,47,1,3,1,2
21,47,17,34,27,21,1,26,42,2,14,0,3
7,9,6,13,14,39,1,19,24,0,2,1,4
22,45,14,6,17,6,3,40,52,1,1,1,2
2,8,20,14,40,11,2,32,30,0,1,1,3
16,27,33,28,49,23,1,13,14,0,4,2,2
18,24,2,4,2,11,0,2,50,1,1,1,3
23,24,5,10,5,11,1,61,60,0,1,1,3
18,24,11,20,0,0,0,19,34,0,0,0,3
18,24,11,20,43,11,0,19,34,0,0,0,3
11,28,4,20,16,19,1,16,57,0,3,1,3
7,24,0,3,1,4,23,13,15,0,8,1,3
4,12,4,9,6,7,1,8,35,0,0,1,4
24,12,5,10,12,24,1,7,61,0,0,1,3
10,16,6,8,7,27,0,12,6,3,0,1,4
21,56,25,31,31,25,1,18,41,2,28,0,3
18,24,11,20,12,11,0,19,34,0,0,0,3
3,6,2,5,7,1,0,18,17,0,1,1,5
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
35,24,5,46,21,11,13,73,77,2,18,10,2
46,97,31,31,50,7,3,19,17,1,1,1,1
11,23,4,18,9,11,10,45,39,2,10,4,2
47,94,23,20,27,11,2,12,31,0,0,1,0
20,24,3,13,12,11,7,132,26,5,6,2,2
9,14,13,6,16,5,2,41,12,0,1,1,3
10,24,6,5,10,11,15,13,3,1,2,0,2
18,43,47,26,50,10,2,17,29,1,6,1,3
17,24,3,8,9,35,1,11,39,0,2,1,4
31,47,5,38,34,30,0,13,28,3,5,1,2
27,46,24,67,65,15,1,21,26,0,0,1,2
10,21,10,16,13,6,1,13,16,2,6,6,3
18,24,11,20,17,11,3,19,34,1,1,1,3
17,40,16,35,106,27,2,14,68,1,5,1,2
6,12,21,4,20,5,2,49,2,0,1,1,4
7,15,17,13,18,10,0,6,16,0,0,13,5
52,24,9,18,22,11,2,9,23,0,0,0,1
29,45,6,26,18,11,2,8,31,1,3,1,2
40,24,7,0,6,11,15,10,5,0,1,0,1
4,10,5,8,6,5,0,15,30,0,0,0,5
6,10,5,6,9,29,1,7,29,0,0,1,4
18,17,4,4,17,4,0,27,4,1,1,1,4
18,18,5,5,17,4,2,10,147,1,1,1,2
22,30,1,32,14,14,1,16,32,0,0,0,3
9,32,18,6,36,7,1,33,10,0,1,1,3
12,29,5,31,16,9,0,18,25,2,21,18,3
22,24,3,17,10,11,1,7,21,0,2,1,3
41,24,5,34,18,38,1,15,24,0,0,1,1
25,24,4,16,10,11,0,1,32,0,1,1,3
13,24,3,10,10,11,1,11,47,1,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
5,21,4,16,9,7,0,11,14,2,4,3,4
27,48,16,17,23,53,1,8,28,0,1,1,2
2,5,1,8,4,19,0,15,23,1,0,1,5
6,9,5,14,15,26,1,8,28,2,2,1,4
26,59,29,155,87,11,65,227,68,0,13,3,3
26,46,15,18,25,20,4,22,10,0,1,1,2
18,29,5,5,17,4,0,144,27,1,1,1,3
37,24,3,53,22,11,8,171,25,7,0,5,1
26,24,6,34,10,11,1,50,54,0,10,8,2
10,31,2,20,10,12,0,32,44,0,0,0,3
42,65,49,61,70,30,1,27,38,7,11,1,1
26,24,7,24,14,21,1,7,24,0,0,1,2
9,33,1,32,13,9,0,22,33,2,5,5,3
2,10,0,9,4,5,0,9,11,1,4,1,4
12,21,7,17,20,6,1,4,18,9,6,6,4
13,24,5,7,6,11,2,3,16,0,1,1,4
12,15,5,6,9,12,1,15,22,0,0,1,4
11,21,20,24,36,17,2,11,69,1,6,1,3
16,24,4,9,11,1,1,8,21,0,0,1,4
38,24,4,15,8,5,1,10,37,0,0,1,2
7,24,3,6,6,4,1,5,28,1,1,1,4
11,17,4,24,12,2,1,27,42,1,3,1,4
70,24,22,16,16,11,4,43,34,2,14,22,1
7,24,3,32,8,11,1,54,26,0,2,3,4
14,25,7,18,12,7,1,15,35,2,2,1,3
91,24,3,12,17,11,0,4,14,0,1,1,1
17,25,11,20,0,11,0,19,34,0,1,1,3
16,22,2,3,3,3,1,7,63,1,1,1,4
27,24,1,4,2,11,0,2,15,1,1,1,2
56,98,33,54,62,36,3,29,121,1,5,1,1
7,15,14,18,25,5,0,3,8,3,0,7,4
14,30,5,6,17,4,3,31,73,1,1,1,3
18,24,11,20,0,11,0,19,34,0,0,0,3
4,6,3,9,10,8,0,3,23,16,3,3,5
16,51,30,25,45,11,3,23,71,1,1,1,3
16,25,3,10,5,11,6,38,23,1,1,1,3
21,46,14,40,43,18,1,17,34,12,14,3,3
4,7,0,1,0,1,0,10,11,0,0,1,5
22,24,10,36,19,21,0,12,36,0,0,1,2
12,21,40,5,8,55,0,11,50,0,1,1,3
16,24,3,10,5,10,1,9,17,21,6,1,4
18,24,4,29,17,11,2,10,6,0,1,1,4
11,25,20,19,31,11,2,24,59,0,1,1,3
11,33,6,21,14,21,1,12,67,0,7,0,3
18,24,4,33,3,11,1,9,52,0,0,1,3
4,6,6,8,2,2,0,4,31,0,0,0,5
33,24,7,26,15,45,1,16,22,0,0,1,2
10,22,8,18,17,19,1,13,19,0,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
7,13,2,9,5,13,0,25,41,0,0,0,4
3,10,1,4,3,1,1,6,29,1,1,1,4
27,51,36,37,57,21,1,19,35,16,24,7,2
8,18,6,31,0,16,0,7,34,1,1,1,4
4,15,15,1,10,14,3,70,20,0,0,1,3
24,49,25,25,25,10,0,18,22,0,1,1,3
37,24,6,19,2,11,2,9,37,1,1,1,2
18,29,6,13,14,8,0,15,32,0,4,2,3
6,7,5,2,5,3,2,11,17,0,0,1,4
13,26,9,6,12,5,1,29,26,2,1,14,4
7,12,7,7,6,4,1,7,45,1,1,1,4
13,47,9,30,6,29,0,31,24,0,1,0,3
49,82,52,59,70,43,3,27,93,3,11,0,1
14,25,6,38,10,26,1,25,50,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
60,24,15,56,33,13,1,12,24,2,6,1,1
18,24,24,17,33,11,2,11,9,0,1,1,3
8,27,22,56,38,11,1,21,14,5,16,17,3
22,42,44,34,62,15,1,14,33,16,23,7,3
18,24,11,20,17,11,3,19,34,1,1,1,3
11,24,6,12,9,121,2,4,32,3,3,1,3
13,19,0,1,0,2,0,8,20,0,0,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
76,104,28,46,3,56,2,32,66,2,7,0,1
13,26,13,13,18,11,0,7,38,0,0,1,3
21,36,16,9,19,31,1,6,26,0,1,1,3
17,23,6,30,15,7,1,15,38,3,5,11,3
17,27,27,13,32,5,1,18,8,1,0,1,3
7,11,5,10,8,19,0,14,27,0,5,3,4
11,25,4,23,13,5,1,14,38,1,3,3,4
4,12,0,5,2,25,0,10,41,1,0,0,4
49,107,14,32,25,11,2,30,28,1,3,1,1
22,67,5,6,17,4,3,41,72,1,1,1,2
5,15,0,3,2,6,0,15,68,1,1,1,4
26,54,12,39,24,10,1,16,63,3,7,7,3
7,24,10,21,0,19,2,5,24,0,0,1,4
17,36,7,39,20,18,1,17,37,2,17,12,3
18,12,5,5,17,4,2,14,10,1,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
43,96,100,76,91,28,3,44,86,5,17,1,1
13,30,32,40,49,40,2,18,38,2,4,1,3
12,13,5,19,19,1,0,15,50,0,0,1,4
9,88,5,7,9,28,1,9,48,0,0,1,3
3,5,1,6,6,5,0,30,45,0,1,1,4
18,31,4,24,13,11,1,14,64,2,8,5,3
11,13,7,5,17,1,0,28,22,1,1,1,4
6,31,15,9,15,14,3,57,20,0,0,1,3
22,24,22,15,29,11,1,10,19,1,1,1,3
15,24,3,13,7,71,1,5,52,0,2,1,3
9,24,1,22,0,19,0,4,21,1,0,1,4
4,7,5,4,5,12,2,11,3,0,1,1,3
18,24,3,18,16,11,8,63,52,0,0,4,3
17,32,13,21,17,8,1,9,52,3,6,6,3
18,24,11,20,13,11,0,19,34,0,0,0,3
72,24,7,19,7,11,2,82,66,9,26,60,0
9,21,7,21,15,23,1,11,28,1,13,0,4
18,24,12,22,27,11,0,10,34,0,9,3,3
13,24,4,13,7,45,1,7,14,0,0,1,4
4,5,11,27,11,1,0,8,11,0,0,1,5
3,10,5,9,7,12,1,26,42,0,0,1,3
3,9,1,9,4,7,0,8,25,0,1,0,4
10,15,4,12,8,5,1,8,39,1,1,1,4
53,79,22,12,19,11,4,19,13,1,1,1,1
18,24,11,20,17,11,0,19,34,0,0,0,3
12,24,8,47,12,11,19,94,44,2,18,10,1
10,24,2,24,10,11,0,18,9,0,26,2,3
5,28,7,21,0,19,0,6,44,0,0,1,4
14,24,3,3,17,11,0,38,47,0,1,1,3
23,45,14,17,21,29,4,21,10,0,1,1,3
23,33,16,21,26,50,15,3,19,2,5,2,3
8,16,6,16,11,8,1,10,41,1,1,1,4
57,80,27,35,26,36,2,27,34,0,2,0,0
10,26,2,25,11,10,0,10,29,0,6,1,4
15,24,2,23,11,7,0,16,33,2,14,7,3
17,24,2,17,11,11,1,12,41,0,0,1,3
18,24,11,20,45,11,1,19,34,0,0,0,3
8,20,2,10,9,4,0,3,19,2,6,1,4
25,40,5,59,27,11,13,47,52,1,1,1,2
12,15,0,22,18,11,0,11,34,0,0,1,4
38,68,50,45,31,26,1,32,42,2,5,1,2
37,24,5,6,8,97,1,5,44,1,1,1,3
18,24,5,13,15,11,1,11,39,0,2,1,3
22,47,20,32,29,26,1,24,42,1,18,1,2
7,15,3,16,14,9,1,7,29,0,0,1,4
7,43,29,3,19,16,3,73,19,0,0,1,3
4,24,0,1,0,1,0,8,29,0,0,1,3
51,24,13,22,17,11,3,9,23,0,0,1,2
9,24,19,34,25,11,43,26,34,3,15,0,0
9,24,7,12,17,11,2,6,27,0,1,1,3
18,24,34,13,39,11,1,7,9,0,0,0,3
4,9,5,20,4,23,2,3,34,0,0,0,4
8,18,5,26,12,11,1,11,42,0,1,1,4
2,6,3,8,5,1,0,27,19,0,0,0,4
9,17,6,19,14,28,1,21,37,1,2,20,4
9,24,2,14,8,11,8,2,10,0,2,1,2
18,24,11,20,17,11,0,19,34,0,0,0,3
26,42,13,42,26,14,1,17,24,0,0,0,2
19,24,5,13,17,11,0,8,58,0,2,1,3
18,24,2,16,14,5,0,19,34,0,1,1,3
18,24,11,58,17,16,3,13,13,1,1,1,3
12,24,3,3,5,106,2,3,35,1,1,1,3
7,24,2,15,8,24,3,3,16,1,1,1,4
11,25,3,21,11,9,0,11,31,0,1,0,3
10,26,12,13,11,9,2,39,10,0,0,1,3
9,28,20,34,31,11,44,60,36,1,17,0,0
19,24,3,10,5,11,0,9,59,0,0,1,3
10,24,19,80,42,11,43,30,3,4,29,1,0
14,43,5,20,11,9,1,9,1,1,1,0,3
18,24,3,14,9,38,3,14,29,0,0,1,3
29,47,7,3,7,1,2,53,26,0,1,1,1
36,24,6,19,6,11,1,57,77,1,10,10,2
24,40,42,13,36,11,2,12,22,1,1,1,2
13,45,10,27,0,19,0,8,25,4,3,1,3
23,38,7,13,14,13,11,5,25,0,3,7,2
6,18,11,13,14,14,1,8,11,0,2,1,4
20,31,28,31,30,20,1,31,17,0,0,1,3
7,17,0,2,1,1,2,4,34,0,0,0,4
14,29,11,8,10,9,2,55,11,0,0,1,3
26,67,39,43,20,24,1,42,42,1,10,1,2
12,16,1,2,2,3,1,4,37,1,1,1,4
3,12,15,8,18,11,2,32,18,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
7,12,6,11,10,11,1,5,12,0,1,1,5
2,3,62,19,54,11,2,26,0,1,0,1,3
21,50,15,42,27,16,2,9,39,1,1,1,3
7,11,2,8,5,11,0,3,41,1,1,1,4
5,6,0,1,0,2,0,4,32,74,74,1,5
20,24,2,3,3,11,2,19,12,0,0,0,1
19,25,6,7,10,3,0,11,24,0,0,2,3
16,34,10,10,8,73,0,13,5,0,1,1,3
40,24,10,31,20,19,1,9,36,0,1,1,1
6,24,2,4,2,11,0,2,35,1,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
10,31,9,59,32,11,21,214,47,9,47,21,2
24,38,88,20,7,47,0,7,58,0,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
3,4,1,7,4,29,2,2,8,2,1,1,4
12,24,2,8,8,5,3,16,16,1,1,1,3
11,20,7,24,14,16,0,17,42,2,12,2,4
15,31,8,31,24,14,1,6,52,1,5,1,3
30,53,9,19,19,11,1,1,36,0,1,1,2
13,37,8,14,11,17,2,39,22,0,0,1,3
77,24,11,20,17,11,4,19,30,2,4,12,0
18,11,5,15,13,8,1,6,23,0,1,1,3
8,24,11,1,17,11,0,2,34,1,1,1,5
12,32,5,25,14,4,1,18,17,3,4,4,3
15,25,1,22,10,8,1,7,80,1,2,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
7,6,7,16,17,29,1,8,52,0,2,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
13,31,1,15,7,12,0,8,52,1,6,1,3
10,15,1,9,4,3,1,6,7,1,1,1,4
5,11,5,11,3,6,0,5,25,0,4,1,4
15,23,8,23,25,8,1,5,33,11,18,4,3
46,24,40,33,59,11,2,0,6,0,0,0,1
31,59,20,12,24,55,1,16,5,0,1,1,2
8,12,2,3,3,3,1,20,35,1,1,1,4
6,6,0,53,41,11,0,7,20,0,0,1,4
17,35,7,18,13,23,1,24,47,1,7,0,3
11,23,1,18,8,13,0,6,31,0,2,0,4
50,24,3,9,17,11,0,4,36,0,1,1,3
49,24,25,37,32,21,1,24,22,2,5,1,1
5,28,8,16,10,23,5,2,33,0,1,1,3
16,24,5,10,6,20,1,17,44,0,0,1,3
6,15,4,10,7,10,0,11,13,0,1,0,4
4,5,0,2,0,2,0,7,37,0,0,1,5
56,24,42,23,53,11,3,6,8,0,1,1,1
12,39,2,6,5,2,0,10,36,1,2,7,3
11,36,3,34,7,15,0,14,36,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
11,18,5,6,9,3,0,16,5,0,1,1,4
38,24,17,25,17,11,2,14,28,2,5,1,1
7,16,6,5,10,5,0,11,27,1,0,9,4
10,21,2,15,12,10,1,8,39,0,0,1,4
5,8,2,6,3,2,1,6,32,1,1,1,5
18,92,4,5,17,4,0,19,18,1,1,1,1
3,6,1,6,3,7,0,7,71,1,1,1,4
21,24,4,25,7,11,1,35,48,1,19,11,3
19,32,2,34,16,18,1,10,65,1,1,1,3
2,8,4,20,3,19,3,3,34,0,0,0,4
7,26,7,25,15,3,1,23,10,1,2,1,3
11,24,7,24,18,4,1,5,47,0,0,1,4
121,24,3,8,17,11,0,4,25,0,1,1,0
2,24,3,3,5,29,1,5,40,0,0,1,4
32,55,6,7,17,4,0,115,41,1,1,1,2
33,59,10,18,20,16,1,11,111,3,7,1,2
26,24,5,13,14,27,1,4,6,0,0,1,3
7,17,4,5,5,11,2,18,29,1,3,1,4
7,28,14,23,19,2,0,28,21,2,8,4,3
8,16,9,10,21,6,1,13,1,1,1,1,4
15,35,11,22,23,31,1,10,57,0,1,0,3
40,24,9,9,6,11,3,66,50,0,1,1,3
13,21,1,5,3,3,8,23,56,1,1,1,3
9,29,2,17,10,11,1,5,46,0,0,1,4
21,30,2,20,9,11,1,10,79,2,4,5,3
16,33,3,54,52,10,1,4,20,2,4,8,3
21,28,5,6,17,4,3,6,35,1,1,1,3
8,28,9,5,10,27,1,15,18,2,1,13,4
19,37,15,9,8,35,0,14,52,0,1,1,3
18,24,2,5,2,11,19,19,30,1,2,1,3
7,19,9,8,7,4,0,9,39,0,3,2,4
64,24,40,39,28,11,5,67,39,0,2,5,3
13,24,18,10,17,8,0,7,6,0,0,0,4
26,24,27,19,37,11,2,5,10,0,1,1,2
16,53,6,22,19,21,1,22,60,0,1,0,1
20,26,33,27,12,39,0,7,33,0,0,0,3
4,7,0,4,1,0,0,19,43,0,1,1,4
4,24,4,7,8,2,1,8,15,0,2,1,4
19,24,3,25,6,11,0,40,62,1,20,16,3
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
10,20,14,9,17,19,0,8,9,1,1,1,4
14,29,14,16,25,6,0,4,8,3,0,7,3
9,14,6,17,16,7,1,7,41,1,1,1,4
10,17,2,12,6,5,0,20,45,0,1,1,4
22,45,13,45,33,23,1,19,87,0,3,1,2
3,11,2,4,5,21,0,15,29,1,1,0,4
14,30,5,15,13,16,1,24,38,0,2,1,3
10,24,14,13,15,11,0,10,7,1,1,1,4
20,24,7,19,14,237,1,20,26,0,1,1,3
101,24,29,35,34,30,2,11,49,0,0,1,0
5,24,3,7,8,47,1,10,25,0,0,1,4
18,11,9,9,14,4,0,8,31,2,1,14,5
18,24,11,20,7,11,0,19,34,0,0,0,3
13,37,6,12,15,3,3,13,32,0,1,7,3
2,5,5,20,3,23,2,3,34,0,0,0,4
31,47,38,140,78,11,85,177,62,0,13,3,0
42,24,10,19,17,11,0,15,33,0,3,1,1
12,28,2,31,15,14,1,11,48,0,3,2,3
4,17,14,5,16,5,2,56,1,0,1,1,4
12,30,23,21,30,11,53,55,30,1,15,2,0
63,24,39,49,47,45,2,13,28,0,0,1,1
34,24,3,10,10,11,8,102,18,0,0,2,1
22,54,5,17,17,12,0,8,17,0,0,1,3
15,31,11,28,22,27,2,12,33,1,15,1,3
15,20,6,7,10,8,0,26,23,1,1,2,4
9,21,4,9,9,7,1,9,30,0,3,1,3
15,24,8,46,15,11,1,51,97,3,33,46,3
9,15,9,6,12,8,0,7,20,1,0,2,4
20,24,8,14,10,11,0,8,15,0,1,1,3
43,74,61,29,57,11,0,18,44,1,1,1,1
7,24,8,16,10,27,1,4,28,1,4,1,4
19,24,8,77,20,11,1,50,72,2,27,28,3
12,24,8,12,8,7,11,7,13,0,1,1,3
11,31,6,6,8,29,1,9,30,0,0,1,4
15,21,16,8,17,6,1,40,48,1,1,1,3
40,24,3,26,3,11,1,5,12,0,0,1,2
15,32,5,17,11,22,1,16,49,0,8,0,3
12,26,26,9,21,21,1,11,22,4,0,1,3
28,31,9,11,17,22,0,24,14,1,1,1,3
23,24,9,27,19,23,1,10,15,0,0,1,3
16,24,1,4,2,4,0,32,75,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
6,9,1,5,2,2,1,3,7,1,1,1,4
72,24,21,16,30,11,3,3,4,0,0,0,1
18,24,11,20,17,11,3,19,34,1,1,1,3
27,24,5,19,17,11,2,8,103,1,3,1,2
4,11,5,9,4,3,0,6,28,0,2,1,4
18,24,9,15,19,11,0,4,9,0,3,1,3
7,24,8,26,16,4,1,19,8,2,6,4,4
5,12,3,13,8,14,1,13,26,0,0,1,4
20,64,11,31,31,27,1,17,85,2,6,1,2
13,24,2,11,7,112,1,6,55,1,4,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
15,29,7,30,16,13,0,8,23,0,1,0,3
9,24,5,9,11,11,1,5,32,0,0,1,4
9,24,4,9,11,11,11,5,12,1,3,0,3
18,24,11,29,17,16,3,17,11,1,1,1,3
11,24,5,7,5,69,1,10,24,0,1,1,4
11,19,8,6,12,7,0,8,25,1,0,2,4
15,39,18,28,70,22,1,11,45,0,3,1,3
45,24,5,33,17,40,0,11,24,0,0,1,1
9,24,8,12,16,49,1,14,18,0,10,1,4
18,12,4,6,9,4,3,4,33,1,0,15,3
9,23,13,27,19,5,0,33,56,3,6,8,3
18,24,11,20,17,11,0,19,34,0,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
14,24,2,11,6,11,0,9,10,0,0,1,4
20,42,17,8,17,6,3,51,52,1,1,1,3
18,24,11,20,17,11,3,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
1,26,8,10,11,7,4,16,8,0,1,1,3
18,24,11,20,7,11,0,19,34,0,0,0,3
20,24,19,15,28,11,2,8,11,0,0,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
31,46,2,28,13,12,0,37,93,0,3,0,2
12,24,5,24,16,10,1,6,60,0,0,1,3
18,24,11,20,37,11,0,19,34,0,0,0,3
8,24,6,9,6,11,1,51,123,0,7,7,2
5,8,0,2,0,2,0,8,31,0,0,1,5
18,24,11,20,17,11,0,19,34,1,1,1,3
9,19,8,14,17,3,1,12,1,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
9,24,4,8,5,45,2,2,4,0,1,1,3
14,27,4,22,14,12,1,6,51,0,2,1,3
16,24,6,47,7,24,0,65,56,0,0,0,3
18,24,11,23,16,21,23,62,55,66,17,1,3
42,24,17,41,27,23,1,13,28,1,6,1,1
21,24,10,18,13,30,3,15,32,0,0,1,3
7,13,1,9,4,21,2,4,13,5,1,1,4
8,19,6,19,17,10,1,6,33,0,1,1,4
23,24,4,9,4,11,2,51,78,1,10,9,2
5,59,5,6,10,27,1,9,39,0,0,1,4
19,24,19,44,28,11,42,4,34,5,21,8,0
13,25,4,21,15,11,1,6,51,0,0,1,3
18,24,11,20,10,11,0,19,34,0,0,0,3
58,24,5,7,17,11,3,13,17,1,14,1,1
19,40,15,37,35,29,1,7,52,0,2,1,2
18,24,11,20,0,11,0,19,34,0,0,0,3
9,22,0,12,5,3,0,22,43,0,0,0,4
21,45,6,6,17,4,3,30,47,1,1,1,2
43,24,7,24,17,11,2,10,67,1,6,1,1
8,79,1,15,7,11,0,19,66,3,13,4,3
8,24,7,42,12,11,1,56,91,0,9,6,3
51,24,7,34,19,40,1,31,40,0,0,1,1
16,27,19,9,17,23,1,10,10,3,0,1,3
41,24,2,10,2,11,24,10,51,1,1,1,1
26,42,13,17,17,8,1,17,9,0,1,1,2
18,0,11,49,17,17,3,7,11,1,1,1,5
20,32,11,12,17,5,3,7,7,0,1,1,3
21,74,15,0,12,5,2,37,6,0,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
45,24,14,17,24,11,2,4,19,0,0,0,2
5,13,4,17,10,4,0,11,46,2,5,1,4
7,20,2,11,5,11,0,27,51,0,5,1,3
33,24,17,56,33,22,2,11,19,1,3,1,1
33,47,6,74,34,6,2,20,25,0,0,0,1
5,8,2,11,6,13,1,13,41,0,0,1,4
4,7,3,9,10,10,0,7,55,0,0,1,4
4,9,5,12,4,4,0,6,30,0,1,1,4
20,26,6,7,10,3,1,14,53,0,0,2,3
18,24,6,7,10,11,1,9,11,0,0,0,3
8,22,1,20,9,8,0,7,39,0,5,3,4
29,63,13,55,31,11,1,20,58,3,8,8,2
7,32,24,21,12,8,1,6,34,1,3,3,3
15,24,5,18,12,11,1,8,25,0,1,1,3
8,20,3,17,0,20,0,3,67,1,1,1,4
7,19,11,7,14,8,1,10,29,0,0,2,4
23,24,18,39,26,11,40,152,53,14,45,26,0
16,9,1,13,7,15,0,5,37,0,2,0,3
10,15,5,14,10,8,2,12,41,1,1,1,4
7,13,2,6,6,8,1,8,35,0,0,1,4
12,25,2,19,14,21,0,21,85,1,13,1,3
22,24,12,51,15,11,26,74,47,3,15,50,0
7,24,0,25,11,9,0,15,24,2,9,3,4
21,45,16,12,24,7,5,17,23,0,1,1,2
28,23,2,1,2,5,2,9,32,1,7,4,3
25,42,28,33,31,27,0,14,42,1,2,1,2
18,24,11,20,17,11,0,19,34,0,0,0,3
16,44,3,7,6,2,1,9,43,1,2,7,3
4,14,18,19,17,17,1,9,15,0,1,1,4
18,24,11,20,59,11,0,19,34,0,0,0,3
3,4,0,1,0,1,0,9,0,0,0,1,5
5,14,8,6,11,4,0,8,19,3,1,1,4
